software_id;computer_id
31649;20544
106833;23464
185501;40434
93708;87235
61046;42341
42798;15822
191350;18255
28960;7972
171810;7078
27260;83773
94617;89641
158894;37304
10738;90369
122731;13239
163380;42243
122857;52218
12910;28698
38464;50171
3404;92421
61302;79283
10825;17090
168082;42632
117508;49874
50951;93230
166531;11031
107568;54295
158796;22844
71973;96906
12404;14872
42477;60231
39021;11997
10194;1884
75955;2835
174641;77514
109639;20933
175537;13056
103709;86467
119299;47110
139338;82345
97876;13422
109889;40800
38775;50204
69140;1762
68816;81161
136234;73672
169458;32682
114716;18113
34202;99312
36020;51284
137520;60490
47042;64482
26214;56996
25353;29365
138498;42255
11636;14335
129900;39106
612;1044
91204;97815
57961;60422
42506;6619
86028;44265
185960;21334
174305;23453
27045;56494
151719;90562
140192;85088
58746;42415
74650;94024
65635;37993
187609;51991
198962;9041
186132;33497
176862;10623
196252;93195
1608;73935
185618;84198
30105;4584
73255;59879
11498;34179
114972;17414
30360;39092
142994;57945
196291;11824
112812;63686
48851;10015
59693;71787
109366;52276
81920;53860
59530;64745
194438;78401
178019;97532
174521;38204
126918;73324
52115;67305
58530;55032
2098;60847
112882;36430
37734;37731
198676;91455
143990;90662
38372;1749
22893;16279
77929;7854
171714;11735
123105;31721
100111;65459
145953;19440
92311;93336
100236;2259
167813;29678
162854;70819
61185;28823
196874;55377
175110;84231
98173;35003
41574;54962
94118;51137
45387;6863
62834;50131
84338;47243
88754;62253
27906;18226
73036;39127
103069;65697
8819;44081
91080;59858
135557;13433
88692;95206
188597;11708
166123;70459
118977;33292
65323;513
142398;69481
158028;49945
178735;12689
180344;38656
79634;49334
47449;63967
90637;42384
114910;61299
36444;68185
53484;89768
75881;81054
142549;33644
175622;62593
111204;98189
157224;3333
72862;85738
7557;27458
111551;31264
44069;77806
81521;9371
143455;79231
178528;86156
166384;25001
178384;13263
32830;83156
158090;94182
59788;24516
161373;8632
81728;85183
198631;16494
123283;29416
18821;80879
35620;93546
160339;30431
180351;23502
99812;27628
15708;88327
175857;7803
165862;84878
25735;18412
131664;92497
88477;90837
151255;11887
96975;88844
196426;2916
65276;83191
37437;85440
117059;39143
142480;22875
10096;71419
42441;86491
106068;85647
32884;95467
189157;70158
40703;2835
99128;17668
193854;33623
121784;17889
88624;11986
152721;27469
59253;67857
167433;7697
176620;30001
185534;6331
26703;33854
123622;34867
56526;29434
156065;91903
190340;33583
27536;14006
166116;32769
67399;95736
56638;95449
196443;53316
73735;7019
170493;79616
41750;60566
165730;11219
190198;8563
99920;83977
58523;14860
15919;47978
53743;70944
33394;8588
145931;42323
186327;92962
77799;59744
156446;80683
67674;40882
31010;82791
154275;42674
39789;90454
12912;65872
37285;47856
160836;15698
27661;29775
55397;27429
29459;82743
130923;23895
44296;27291
7008;51680
149201;75070
29893;8909
158076;79138
198017;27465
155600;72721
184550;96497
45560;13863
199318;57319
85022;92588
14591;76805
23059;84151
42756;44376
119444;58963
32891;38042
163030;71082
170300;77206
60133;8151
95482;30269
149085;62989
29353;10073
71208;13730
59580;10019
9425;11187
160435;7530
34088;17914
112699;67400
100842;47990
9694;63372
171614;57325
122094;32363
44709;12852
53630;57564
108760;41405
97552;13636
138083;58337
56487;69766
40605;88776
188924;48528
19521;39564
147223;36676
126152;58930
165248;18584
99415;32779
102181;23358
152943;25060
92607;14455
27034;4114
53977;73689
113798;14752
178392;64496
50679;82571
59855;30266
91237;57543
83241;36926
190353;46946
131024;78049
36720;88263
101419;45072
52677;79523
119158;27983
2963;33628
46870;54611
191853;29149
40843;83569
129547;75553
146337;96305
24455;84056
157815;15356
25136;39150
76999;35945
176367;68016
84662;61089
119392;81922
69988;13422
91986;19154
107925;73553
182786;50137
175368;29528
157957;28943
101670;28217
72614;33438
8804;92485
86465;66258
124533;61533
98875;95871
151204;70616
181125;43967
116997;450
175779;37590
22616;30676
81841;37946
38607;7742
97620;16080
153970;82548
9481;41934
171140;68052
195505;45263
75358;67378
118146;42903
122707;65872
184195;36821
151117;13315
1291;22039
188813;92448
35300;66991
165969;48011
25754;84614
12230;54034
50863;19434
30306;3944
194069;44589
143252;70138
136874;55424
139130;53586
17553;8834
20441;96885
93428;28774
39381;97032
114871;62712
4207;27624
110562;63351
149742;72932
81776;23892
170977;52558
177689;97634
103521;64098
14937;19842
12120;76312
27117;29329
199206;63485
167987;83600
107536;94566
185091;17466
45486;53192
7802;38695
185757;47779
160514;84792
197253;88885
120185;29175
135111;50120
121615;33935
88910;95565
140707;78567
153780;81800
21863;20756
114550;48938
174771;10164
77158;64109
66297;22210
20381;17145
103095;88952
33393;60497
59843;99150
36151;59334
65112;97436
2555;45968
81148;86460
53752;37658
96068;99019
191605;15389
14707;67932
32214;84289
105062;26266
13195;5213
114382;88092
192473;85578
167148;38010
94211;41811
98469;4266
165255;13179
182045;99297
107598;61554
115211;57632
7228;65480
60027;91238
188519;65486
46783;37603
14226;11231
77493;72593
13596;69785
161353;91436
48008;30489
155602;77594
3467;65529
10716;90780
153973;2327
60241;18423
160183;38376
199695;81240
131203;11437
193642;14617
59864;84734
114901;71689
94010;94421
1614;89411
166767;77779
37708;8095
66827;59404
128779;71548
189274;93686
4845;22930
21922;11138
128897;44456
183294;62034
115344;124
109825;59570
76304;31631
199201;95621
187564;25072
172840;41483
26952;9853
66666;31169
164435;46611
70386;22034
86935;84045
115012;740
41622;47531
154688;14860
195871;81009
188499;10772
121615;81681
43827;61831
65017;20091
175500;1747
136202;67814
54772;84747
41808;25549
93254;38527
67267;92030
50512;15970
87360;56341
42113;86012
26418;16813
80736;25851
4562;77077
139961;41962
85398;94401
40719;67563
140175;27587
68935;17349
79131;82618
14552;40005
135481;24680
183098;85848
174296;53394
96204;75066
18701;2100
137106;13829
73678;1417
55060;22011
5703;59445
30391;51700
93484;52034
30955;78898
183387;87725
22572;62088
7951;29975
108541;68056
83543;91775
71627;47114
34381;61164
41470;80990
138653;58046
87647;16120
94318;76006
81618;92377
40580;78396
128705;45302
70577;32690
114233;35396
106192;99134
138281;80572
9690;2609
116464;96816
39855;11791
182545;51641
130068;69933
1344;45574
147692;43081
29334;11683
38986;76379
148642;42412
61096;46530
105126;9177
183286;42122
87701;57448
172405;41481
44192;98138
91519;56925
48428;57071
197219;9963
154361;74652
179047;30399
3995;81487
177915;44489
2352;29226
54655;71671
18058;30896
177476;22549
154371;10566
122469;12142
141597;82312
105630;11699
21707;79411
52701;17102
39603;78358
137460;50584
174665;27853
145344;10995
63472;5205
94609;30126
147699;17838
166421;93196
161374;85394
112538;55164
35983;78860
166640;53942
18065;61106
52199;57684
32329;54850
148253;76202
89283;26471
125383;40944
37328;66778
11908;64379
90557;28831
96090;32900
156772;32646
192544;68754
44113;56844
83575;5136
2422;85358
50933;69951
137509;29670
46670;83896
49083;74290
132703;41639
85304;83407
23325;11369
162460;4886
54690;26215
186239;82094
69502;25185
5596;54019
125039;79851
89744;27732
22075;93610
1004;8574
87047;22319
158604;28657
118484;47468
152299;51729
68829;93787
1064;90383
188628;95633
124013;97936
47708;86477
163021;22610
62013;40751
36967;38502
30642;77047
188996;14295
139758;59994
179897;19548
172919;62648
110565;32442
78980;1420
96873;82210
166436;61687
127312;76416
141778;70023
114853;79850
74462;25223
82293;86422
23843;93947
87984;5239
54833;18288
19641;86155
22578;41232
158433;93526
42160;99293
57329;22435
127500;92463
93894;43912
48764;3762
150003;22732
111715;21825
160102;39546
21540;49000
187678;56988
54898;20063
56467;18781
28070;44731
61868;4617
16419;164
21262;63473
13304;57799
56131;86270
190237;6208
77979;97370
113795;50533
50209;24831
86451;32940
135030;36662
73784;49371
6421;81100
94887;24971
151274;91788
105802;70673
84509;23175
92401;50677
93085;27960
164797;98128
42554;74411
5912;56162
151666;64930
175376;8404
137664;73020
151396;93011
63458;55556
146043;2102
157709;6205
99073;50250
61179;3028
135426;60171
165698;32413
43155;13557
141812;6018
97749;36158
34074;55456
3313;19865
50112;33695
76033;90113
19876;91345
147210;68511
186656;95037
115917;37121
170543;72219
146001;57280
160164;83348
31943;50005
91445;9161
173766;89706
21129;43719
118287;65386
154386;63384
66717;81543
62133;19655
45610;17759
133586;27006
121474;74554
182307;54737
101651;77081
20368;84706
19991;94558
37219;35270
112312;53377
124610;20608
138004;6683
143441;61530
67622;39578
121898;10411
89034;26935
12837;13144
164202;88043
4648;73402
116591;75227
77595;8527
79492;33947
109221;57380
182023;9212
72664;21700
177752;2145
65775;97978
145295;70106
27018;97923
72851;99776
166733;74047
104423;7541
173970;35980
171463;39595
12448;15989
134508;60192
89383;58657
130152;34459
177534;16842
98671;79030
168052;75620
59364;7956
79850;92956
78772;97157
22746;13642
59600;86842
189230;67188
166494;84864
116564;1775
53015;41700
151183;69910
53420;33550
47699;92341
70775;97531
149047;86309
13666;82775
11675;12184
6445;45229
13649;90312
3799;96623
64923;6738
131504;4409
190423;77857
87429;81332
24953;13134
184551;95359
160481;41923
115569;74769
13282;91014
50972;86400
27892;95320
179265;24887
18500;27317
96981;19703
92616;77029
131442;39600
170913;84271
105955;8177
152675;33017
171993;25907
112197;52657
50787;26106
59463;45542
27137;16270
49281;41629
37063;67818
11929;21949
173156;86313
19021;24652
171628;7557
36018;64580
1435;45148
181803;46624
88418;19396
83245;99139
86352;31050
192624;99549
126186;38110
54137;53871
187307;65748
48579;18134
47624;16427
129966;74316
6720;85728
196980;52017
61332;75905
199776;51753
29547;32591
143701;41392
6424;46202
173058;39477
130045;39078
101831;60451
128108;88782
100555;22113
98547;90874
49526;89881
144223;46154
199120;41814
55666;93126
127186;31688
109966;18116
179733;69909
153455;31728
74529;97674
21634;85250
111131;61033
191208;28513
151927;92177
3983;69130
168775;13802
116716;84440
170781;85351
116131;68692
19169;32790
14640;68401
66481;81336
131920;99437
159928;24420
138712;98863
144261;130
185594;43972
52330;60646
125395;67574
187665;25859
198701;30069
108094;23924
52246;87195
62689;35918
89702;11976
61065;6711
64261;44499
116044;31591
128573;41163
157866;38628
17143;41850
86416;99460
101691;93966
127249;1694
136857;23826
38030;80851
66413;25858
73533;61647
28853;3426
196689;10838
192029;43341
143388;50767
129508;76899
12772;11473
129364;77968
20978;3480
3670;20093
71861;70074
91914;8587
91550;94437
5947;94678
107662;45002
190451;19109
79280;11853
128381;7962
33848;44877
20929;87949
165736;29574
32647;99031
64453;64784
43151;72231
166889;9886
76084;21208
170272;22133
109655;45602
68514;87171
22579;89898
92932;78093
70848;81906
102267;57326
149658;19466
157140;9914
162170;19113
72536;38843
198929;84549
75716;48455
198968;83664
10400;44121
13553;24960
196945;14423
95816;36534
114761;90051
148196;40602
95647;35213
190814;81173
93513;91286
61804;26098
167088;86378
739;78521
13728;55042
38158;59689
86589;83203
123296;31979
125240;99290
74140;96340
135339;34479
191278;11577
59500;91372
153416;98279
149925;49289
43010;20320
140049;4600
151695;91482
82627;29737
140629;86490
29426;37000
19549;44235
79717;25564
179320;91115
14998;86571
5330;59442
24071;55231
107319;99522
75953;51137
152602;28820
193272;94090
189060;35093
146541;58622
122969;56149
193562;97838
32444;63600
43251;85952
85615;4254
153171;52358
4754;28180
44153;34257
182880;82905
27428;75232
195942;79592
64916;86368
91519;75703
136684;51043
123267;92761
181906;33955
29233;97132
120466;20954
194791;17867
11106;29535
24391;91034
105261;93270
167632;23763
178448;14826
6445;98628
186751;1385
164005;53320
165068;93913
74756;78115
119792;88418
21427;3429
99502;41662
195624;62961
159630;66706
175345;31653
80266;92292
73115;44082
167246;61003
4966;14361
169357;59335
86742;4372
39965;17769
154794;63133
130713;3584
17611;76896
111071;40042
154843;75426
117270;39605
138350;89279
167607;26203
146173;9493
181378;42631
96376;9044
150879;46175
65720;59749
171118;78459
175814;46854
162390;25497
163583;27673
78587;25565
103513;70050
51917;90731
116364;12795
137534;99991
114981;52611
53203;13673
47263;15141
136055;72849
59707;77439
194040;8530
29011;96712
93992;15239
42344;6895
134941;19967
195356;81541
156724;70055
195882;58093
92810;97220
36564;94245
5393;88349
123520;1279
44711;4813
127014;76574
34274;42311
146992;99044
80086;36832
7213;90899
164986;61795
101041;56392
194070;98928
159975;13200
22014;58446
15708;64962
17729;92936
132437;11621
194370;78661
84402;19477
124230;90852
125542;57737
187299;7315
157685;29970
123364;41890
18583;77653
16371;92408
133242;47301
182354;64298
37990;73220
82009;99659
189166;98340
129103;71063
134257;29908
8347;69495
166153;33208
198481;51269
143755;8915
21568;72206
35063;513
151033;7485
97469;69649
148772;64823
129492;90675
93310;48925
8211;38888
99311;24736
103124;55582
81598;12806
31940;59584
54441;18296
150160;95930
100537;90866
157792;3297
29827;29776
148872;97531
185150;79390
91996;20747
1193;5825
42826;91801
57446;75128
140892;53492
48223;50848
116844;70500
197515;47817
119714;20612
114779;42078
116529;28408
45639;74978
125798;55290
80759;66366
128005;79850
164937;37884
51032;21615
35560;6378
189665;26931
192315;48543
178157;12222
175631;1142
74756;61455
63382;29065
132788;58338
178242;26436
85831;1044
138605;83001
26952;69529
101637;64797
8527;33512
110415;17364
93993;45353
113625;16073
98966;82788
145881;64908
21395;71999
40766;74370
140061;3263
142205;69364
153699;3270
163354;26038
11111;68175
29951;34972
102098;41940
7752;65627
82175;61640
128641;78354
39538;57479
104689;70910
196270;44738
189962;59159
16074;83631
31231;69785
87391;97958
160731;88568
1677;63238
21454;64787
71685;1638
24983;91626
120874;75100
15409;78602
50533;96989
95078;6132
124491;11919
149365;72418
187320;26383
196011;51529
62997;71254
176191;60651
54617;10925
89381;936
84913;50665
70129;29529
76138;97472
187615;14595
118887;85459
101643;54419
105919;57053
170177;84461
5241;6822
833;47346
55332;7077
145146;53080
133145;75309
71752;27285
47628;81540
110739;70440
161475;65937
22922;20599
88583;46386
148404;15580
146524;25936
149960;27778
169187;62543
35025;26860
197783;67470
108605;37326
87669;71270
50357;11228
86540;15542
196103;16271
127482;3423
141422;45049
90791;54759
196446;44363
169619;70006
165098;23031
165741;19298
5042;96026
180818;99420
83406;7954
63483;9747
29785;38510
32869;71688
158072;57365
184504;42072
145992;6313
105138;39031
43042;58514
50138;43960
172555;17212
84588;37601
10600;35905
170404;30593
20350;16593
52401;3999
20428;29977
120785;22892
120031;92708
38704;45035
86602;53182
103970;85563
176842;13008
101836;59700
35569;55392
7463;334
125296;71257
91658;69723
58114;49163
91513;62334
136175;40251
32843;85263
1966;2191
117811;9098
110505;30346
4090;31849
36483;90061
182544;13852
146751;30956
146240;53303
106253;64023
69414;56822
53841;96191
199824;52694
67966;81014
64327;69959
172696;16056
24726;49439
20028;55371
173275;56464
5000;83898
119880;19930
30425;29804
170278;33275
198196;98823
98017;5357
182616;88333
48447;52217
129540;92637
51615;63480
8947;99842
31397;29782
96007;76829
85654;71447
61052;9471
156970;82203
55483;99729
76511;28042
16243;55544
79283;37884
92754;58446
28439;56485
22297;9455
87865;84064
56517;53765
180525;5285
114031;4877
95832;72394
92083;10511
1339;74920
83884;17349
167544;38778
117365;78859
64427;85863
119417;93406
156064;51916
91934;33895
5774;22508
85319;47163
127072;12159
149181;71327
164353;71546
36342;67732
80303;20829
117101;68362
23723;5950
84442;74459
106308;48192
17610;1034
153685;96056
159399;79884
98410;68974
130518;62522
52410;50789
158732;65949
136118;15709
74518;39984
47903;25265
78196;6649
113698;85555
192298;55609
68932;9648
167802;10338
102180;70918
94035;73941
8913;6229
76016;21065
81263;41081
155910;14080
69040;39546
128393;39333
118861;50347
194232;11094
133513;96959
98773;25343
59202;85778
128110;10909
105464;76913
1188;47330
106780;60328
54772;82945
15424;57494
111484;63386
160909;63803
31979;55459
58882;20036
68005;66700
89031;92935
105559;61700
165598;73533
167889;98795
58883;23790
147567;78723
67315;55960
70226;48433
51133;11098
199146;79234
193490;87470
77852;64028
165667;63084
44826;58093
136551;76598
136746;76927
192302;13927
94405;22049
121372;85373
57515;93241
74835;88043
184382;24326
97098;82220
44234;66495
187017;17573
70371;12880
19296;8407
120863;39018
77555;75729
90006;86212
96091;54989
121877;38098
192225;41382
134973;41461
163308;36656
102185;6840
96627;47394
86891;10153
190819;84617
130217;31180
92410;93925
7831;50122
154877;77393
199400;53005
196887;18085
144188;97174
66351;55976
173711;50311
62500;53115
71617;58861
75749;99836
17194;97994
155390;23012
98816;64361
163795;93285
4829;29242
166979;73830
69919;67059
2845;73376
71696;51918
26563;50138
162074;188
20477;9362
151785;58425
175589;59878
20747;33278
134481;7061
11063;69061
103293;70235
140587;61442
170307;11370
12820;10382
45531;66258
511;38573
135438;98408
16654;19396
26704;2864
179683;19532
65983;80830
168309;80952
98347;71238
195739;85213
171366;65231
44759;83843
35351;20240
2881;69215
199445;85644
61881;76756
182852;38014
89901;7923
152344;19996
43350;26527
14609;82141
102024;68020
152801;40592
110934;78929
142930;30976
186122;40629
165405;51763
32907;85333
75934;44329
41287;23192
36410;61529
96298;95887
155605;38587
153927;65045
33260;4794
16723;16123
161817;20326
190637;54567
165241;80601
7299;71567
131956;2210
39892;20617
4081;67162
851;57146
84217;55499
2597;92556
115564;49576
44761;9181
58887;50280
52156;62921
161957;91061
15956;32411
56314;56842
162064;31030
177837;2552
132584;96982
122023;15488
171553;57743
89953;12866
26433;26663
55497;70205
22615;31985
38212;20590
156678;73952
57185;4356
34162;75729
185087;6092
142908;4281
163032;67484
84029;63281
179833;70261
174538;55852
152349;86757
66799;66248
167964;61422
154776;33696
93571;47044
37330;54663
59029;24615
19718;88736
47188;14219
115989;43254
134775;7931
64795;76833
166810;15683
192960;8800
138021;53832
145415;31868
114000;46871
51851;34934
157676;65259
178562;45898
105782;1311
9733;80396
60177;87619
188154;15646
73294;89039
13393;92557
196718;13410
35436;45393
66590;71074
75523;68865
65664;74830
149341;75756
76076;21638
83180;54601
20351;90555
92787;40906
158653;64444
182526;98455
101376;49787
51613;81840
181851;65106
1010;94860
33979;32986
78869;34286
45119;40032
55006;10408
114168;11613
190053;56747
108239;99762
14479;94212
158697;5311
181997;54211
24081;78645
42933;67179
15766;85840
79309;17965
93359;99006
91842;50885
57611;11466
198537;68757
195058;49787
44982;57245
947;1763
159791;41149
128906;26893
175601;65269
14590;89623
175478;40498
52652;13004
153800;38404
147948;59722
110309;48250
176146;78690
147961;55626
181477;54714
194148;63107
33130;49675
2205;91395
173211;16945
23185;47457
94650;99208
180619;83656
134449;71286
79176;28255
135512;539
58883;55113
101810;43907
147087;50119
159673;48092
180355;37087
24438;57571
187364;9925
6076;73890
173991;89718
144894;32386
124885;56518
184477;75399
19381;31085
176195;87797
55499;67091
187767;39401
152655;1242
135770;51140
187617;99719
21515;57759
40439;12952
59525;3941
17310;72681
93370;5076
165444;53849
41504;22134
53029;74329
171179;72819
139901;4363
81212;17571
45613;26527
71965;38987
82170;24214
74907;55373
28391;21148
181019;72715
193565;83886
8318;48833
70731;67381
190561;97234
3278;5621
11531;86449
69066;65179
139097;49476
140978;48158
7208;80607
137502;57576
20043;52440
29987;3676
135636;38552
84932;98281
173631;49916
4868;91062
160433;12825
120511;97218
15165;26855
603;77959
97903;36858
23763;99564
188776;89519
104538;78014
110106;96025
38834;22680
141535;51101
20318;68022
108305;28633
124615;1579
73528;51606
15347;44416
162595;88299
12079;90448
133168;39755
127351;69028
84935;31654
154229;63847
27203;87642
52859;13256
24263;86629
100670;39339
80840;84882
51493;35870
68613;19416
65591;12587
95662;28528
198694;18745
198920;93225
91329;6058
169282;73709
54334;99531
190480;87739
152765;19413
127170;58911
69002;22875
167956;14969
169742;36699
134776;79150
196660;64540
85262;1406
75378;80424
82670;25752
191439;72456
819;40571
138272;86066
156055;47847
87801;42452
58203;13878
70406;97956
190584;38639
